id_clientes,cliente,endereco,id_concessionarias,data_inclusao,data_atualizacao
179991,Ana de Martins,"Passagem Pinheiros das Américas, 8895",28,2025-03-22 16:15:01.470015+00:00,2025-03-22 16:15:01.470015+00:00
180274,Mateus Alice Ribeiro,"Beco Tiradentes dos Coqueiros, 2800",9,2025-03-23 16:00:02.090076+00:00,2025-03-23 16:00:02.090076+00:00
181806,Leonardo Pedro Carvalho,"Praça Ipiranga dos Coqueiros, 6726",11,2025-03-28 23:40:02.026816+00:00,2025-03-28 23:40:02.026816+00:00
182230,Alexandre e Alves,"Beco Monteiro da Mata, 8088",28,2025-03-30 11:00:01.859869+00:00,2025-03-30 11:00:01.859869+00:00
183762,Ana Fábio Dias,"Vila Bandeirantes do Futuro, 645",12,2025-04-04 18:40:01.433313+00:00,2025-04-04 18:40:01.433313+00:00
175396,Daniela Antônio Monteiro,"Beco Juscelino do Bosque, 5582",13,2025-03-06 17:20:01.489787+00:00,2025-03-06 17:20:01.489787+00:00
176928,Luiz Felipe Silva,"Via Central das Dunas, 7143",28,2025-03-12 01:00:01.514312+00:00,2025-03-12 01:00:01.514312+00:00
178460,Juliana e Souza,"Passagem Oliveira da Colina, 2441",10,2025-03-17 08:40:01.265771+00:00,2025-03-17 08:40:01.265771+00:00
179992,Leonardo Paula Moura,"Largo Zumbi da Harmonia, 1499",19,2025-03-22 16:20:01.641983+00:00,2025-03-22 16:20:01.641983+00:00
180275,Isabela Ana Costa,"Beco Voluntários da Paz, 8959",25,2025-03-23 16:05:01.240110+00:00,2025-03-23 16:05:01.240110+00:00
181807,Tatiana Gustavo Moura,"Praça São Pedro do Sol, 4738",14,2025-03-28 23:45:01.197522+00:00,2025-03-28 23:45:01.197522+00:00
182231,Gabriel Larissa Barbosa,"Alameda Paulista da Praia, 8743",21,2025-03-30 11:05:02.161582+00:00,2025-03-30 11:05:02.161582+00:00
183763,Gustavo Alice Almeida,"Largo Independência da Harmonia, 3348",5,2025-04-04 18:45:01.648519+00:00,2025-04-04 18:45:01.648519+00:00
175397,Lucas Larissa Pereira,"Avenida São Pedro da Estação, 4801",14,2025-03-06 17:25:01.764822+00:00,2025-03-06 17:25:01.764822+00:00
176929,Fernando Maria Barros,"Vila Duque da Harmonia, 6469",11,2025-03-12 01:05:01.689773+00:00,2025-03-12 01:05:01.689773+00:00
178461,Tatiana Felipe Rocha,"Estrada Juscelino dos Santos, 8014",10,2025-03-17 08:45:01.443773+00:00,2025-03-17 08:45:01.443773+00:00
179993,Marcelo de Barbosa,"Praça Santa da Esperança, 7680",5,2025-03-22 16:25:01.990847+00:00,2025-03-22 16:25:01.990847+00:00
180276,Gabriel Márcia Martins,"Travessa Voluntários da Saúde, 7101",3,2025-03-23 16:10:01.366176+00:00,2025-03-23 16:10:01.366176+00:00
181808,Vanessa Paula Rocha,"Alameda Oliveira dos Viajantes, 2672",18,2025-03-28 23:50:01.344704+00:00,2025-03-28 23:50:01.344704+00:00
182232,Alexandre Juliana Pinto,"Passagem Palmeiras das Rosas, 1610",17,2025-03-30 11:10:01.338867+00:00,2025-03-30 11:10:01.338867+00:00
183764,Rafael Juliana Costa,"Beco Kennedy da Estação, 4939",19,2025-04-04 18:50:01.838720+00:00,2025-04-04 18:50:01.838720+00:00
175398,Gustavo Rafael Rocha,"Travessa Rainha da Liberdade, 4982",7,2025-03-06 17:30:01.841042+00:00,2025-03-06 17:30:01.841042+00:00
176930,Clara Fábio Silva,"Largo Bandeirantes da Praia, 3641",27,2025-03-12 01:10:01.915030+00:00,2025-03-12 01:10:01.915030+00:00
178462,André Ricardo Santos,"Vila Internacional da Inovação, 5701",28,2025-03-17 08:50:01.764756+00:00,2025-03-17 08:50:01.764756+00:00
179994,Luiz Juliana Costa,"Travessa São João das Américas, 4519",19,2025-03-22 16:30:01.181159+00:00,2025-03-22 16:30:01.181159+00:00
180277,Tatiana Eduardo Barros,"Avenida Laranjeiras da Prosperidade, 6176",1,2025-03-23 16:15:01.523287+00:00,2025-03-23 16:15:01.523287+00:00
181809,César Maria Monteiro,"Via Savassi da Aventura, 7611",29,2025-03-28 23:55:01.532784+00:00,2025-03-28 23:55:01.532784+00:00
182233,Simone Márcia Campos,"Travessa Kennedy do Vale, 5112",25,2025-03-30 11:15:01.515418+00:00,2025-03-30 11:15:01.515418+00:00
183765,Fernando Leonardo Monteiro,"Beco São Pedro da Felicidade, 5455",13,2025-04-04 18:55:02.037752+00:00,2025-04-04 18:55:02.037752+00:00
175399,Marcelo Larissa Alves,"Passagem Industrial das Américas, 7068",29,2025-03-06 17:35:02.246419+00:00,2025-03-06 17:35:02.246419+00:00
176931,Caio Fábio Moura,"Praça Libertadores da Prosperidade, 2526",29,2025-03-12 01:15:02.178178+00:00,2025-03-12 01:15:02.178178+00:00
178463,Rodrigo Carolina Monteiro,"Beco Rainha do Futuro, 7609",28,2025-03-17 08:55:02.090635+00:00,2025-03-17 08:55:02.090635+00:00
179995,Gabriel Alice Araújo,"Avenida Xavier da Tecnologia, 9863",14,2025-03-22 16:35:01.353247+00:00,2025-03-22 16:35:01.353247+00:00
180278,Juliana Márcia Carvalho,"Vila Palmeiras da Saúde, 4667",21,2025-03-23 16:20:01.917077+00:00,2025-03-23 16:20:01.917077+00:00
181810,Rafael Fernando Santos,"Rodovia Juscelino das Américas, 7279",13,2025-03-29 00:00:01.714678+00:00,2025-03-29 00:00:01.714678+00:00
182234,Daniela Felipe Freitas,"Passagem Jardim da Estação, 7637",13,2025-03-30 11:20:01.696096+00:00,2025-03-30 11:20:01.696096+00:00
183766,Caio Ricardo Ribeiro,"Travessa Quintino da Colina, 1358",12,2025-04-04 19:00:01.205053+00:00,2025-04-04 19:00:01.205053+00:00
175400,André Fábio Araújo,"Largo Monteiro das Rosas, 2198",13,2025-03-06 17:40:01.465262+00:00,2025-03-06 17:40:01.465262+00:00
176932,Mateus Antônio Monteiro,"Avenida Bandeirantes dos Pássaros, 6916",25,2025-03-12 01:20:01.362501+00:00,2025-03-12 01:20:01.362501+00:00
178464,Tiago Lucas Mendes,"Alameda Voluntários da Felicidade, 8049",28,2025-03-17 09:00:01.252148+00:00,2025-03-17 09:00:01.252148+00:00
179996,Clara Eduardo Santos,"Estrada Rainha da Pedra, 1374",4,2025-03-22 16:40:01.775172+00:00,2025-03-22 16:40:01.775172+00:00
180279,Clara dos Cavalcanti,"Rodovia Libertadores da Harmonia, 6488",8,2025-03-23 16:25:02.085294+00:00,2025-03-23 16:25:02.085294+00:00
181811,André Carla Freitas,"Avenida Santa do Sol, 643",2,2025-03-29 00:05:02.145077+00:00,2025-03-29 00:05:02.145077+00:00
182235,Beatriz Sofia Campos,"Via Vicente dos Santos, 9902",28,2025-03-30 11:25:01.877213+00:00,2025-03-30 11:25:01.877213+00:00
183767,Eduardo Sofia Gomes,"Estrada Xavier da Paz, 7231",19,2025-04-04 19:05:01.980467+00:00,2025-04-04 19:05:01.980467+00:00
175401,Daniela Rosa Araújo,"Travessa Marechal do Futuro, 6916",6,2025-03-06 17:45:01.656161+00:00,2025-03-06 17:45:01.656161+00:00
176933,Rafael Larissa Monteiro,"Passagem Bandeirantes da Pedra, 4596",29,2025-03-12 01:25:01.672600+00:00,2025-03-12 01:25:01.672600+00:00
178465,Fernanda dos Almeida,"Avenida Ipiranga do Lago, 1962",5,2025-03-17 09:05:01.455434+00:00,2025-03-17 09:05:01.455434+00:00
179997,Cristina Fernando Pereira,"Largo São Pedro do Mar, 1595",20,2025-03-22 16:45:01.974513+00:00,2025-03-22 16:45:01.974513+00:00
180280,Leonardo Carla Costa,"Praça Bandeirantes da Colina, 7577",27,2025-03-23 16:30:01.228680+00:00,2025-03-23 16:30:01.228680+00:00
181812,Aline Paula Santos,"Alameda Sete de Setembro do Vale, 5535",24,2025-03-29 00:10:01.316305+00:00,2025-03-29 00:10:01.316305+00:00
182236,Caio Carolina Pereira,"Rodovia Principal da Lua, 4178",2,2025-03-30 11:30:02.059735+00:00,2025-03-30 11:30:02.059735+00:00
183768,Mariana João Barros,"Beco Marquês da Aventura, 1684",22,2025-04-04 19:10:01.148846+00:00,2025-04-04 19:10:01.148846+00:00
175402,Eduardo Eduardo Oliveira,"Avenida Barão do Sol, 4433",28,2025-03-06 17:50:01.888294+00:00,2025-03-06 17:50:01.888294+00:00
176934,Beatriz Ricardo Barbosa,"Rodovia Industrial da Felicidade, 5682",14,2025-03-12 01:30:01.572984+00:00,2025-03-12 01:30:01.572984+00:00
178466,Alexandre Fábio Lima,"Via Laranjeiras do Lago, 8071",1,2025-03-17 09:10:01.632035+00:00,2025-03-17 09:10:01.632035+00:00
179998,André Eduardo Araújo,"Travessa Rainha da Fonte, 558",3,2025-03-22 16:50:01.152970+00:00,2025-03-22 16:50:01.152970+00:00
180281,Carlos dos Carvalho,"Praça Paulista da Liberdade, 3618",13,2025-03-23 16:35:01.456802+00:00,2025-03-23 16:35:01.456802+00:00
181813,Camila das Pereira,"Travessa Marquês da Serra, 7491",27,2025-03-29 00:15:01.577744+00:00,2025-03-29 00:15:01.577744+00:00
182237,Renata Márcia Souza,"Passagem Atlântica Vinhedos, 814",16,2025-03-30 11:35:01.953397+00:00,2025-03-30 11:35:01.953397+00:00
183769,Alexandre Sofia Martins,"Praça Amazonas da Fonte, 6588",16,2025-04-04 19:15:01.334082+00:00,2025-04-04 19:15:01.334082+00:00
175403,Felipe Leonardo Silva,"Praça Voluntários do Sol, 1266",26,2025-03-06 17:55:02.086827+00:00,2025-03-06 17:55:02.086827+00:00
176935,Isabela Antônio Carvalho,"Beco São Pedro do Sol, 2515",5,2025-03-12 01:35:01.803256+00:00,2025-03-12 01:35:01.803256+00:00
178467,Tiago Rafael Barros,"Rua Juscelino da Harmonia, 7077",25,2025-03-17 09:15:01.833691+00:00,2025-03-17 09:15:01.833691+00:00
179999,Rafael da Freitas,"Travessa Atlântica do Sol, 2457",4,2025-03-22 16:55:01.391889+00:00,2025-03-22 16:55:01.391889+00:00
180282,Luiz de Oliveira,"Travessa Oliveira dos Pássaros, 9203",13,2025-03-23 16:40:01.652947+00:00,2025-03-23 16:40:01.652947+00:00
181814,Gustavo Francisco Souza,"Avenida Bandeirantes das Américas, 8828",27,2025-03-29 00:20:01.766659+00:00,2025-03-29 00:20:01.766659+00:00
182238,Henrique Carla Castro,"Rua Xavier da Liberdade, 1345",13,2025-03-30 11:40:01.127791+00:00,2025-03-30 11:40:01.127791+00:00
183770,Alexandre Rafael Santos,"Avenida Tiradentes da Fonte, 8519",21,2025-04-04 19:20:01.520607+00:00,2025-04-04 19:20:01.520607+00:00
175404,Tiago Lucas Alves,"Beco Principal dos Navegantes, 9277",16,2025-03-06 18:00:01.251803+00:00,2025-03-06 18:00:01.251803+00:00
176936,Gabriel da Dias,"Travessa Independência da Aventura, 8540",24,2025-03-12 01:40:02.000226+00:00,2025-03-12 01:40:02.000226+00:00
178468,Camila dos Castro,"Passagem Jardim dos Navegantes, 4969",21,2025-03-17 09:20:02.046328+00:00,2025-03-17 09:20:02.046328+00:00
180000,Leonardo Leonardo Santos,"Estrada Rei dos Santos, 8294",13,2025-03-22 17:00:01.553724+00:00,2025-03-22 17:00:01.553724+00:00
180283,Camila José Santos,"Rodovia Barão do Porto, 9493",25,2025-03-23 16:45:01.843341+00:00,2025-03-23 16:45:01.843341+00:00
181815,Daniela Clara Rocha,"Via Palmeiras do Vale, 2075",12,2025-03-29 00:25:02.049337+00:00,2025-03-29 00:25:02.049337+00:00
182239,Cristina Gustavo Mendes,"Beco Ipiranga da Inovação, 516",16,2025-03-30 11:45:01.301772+00:00,2025-03-30 11:45:01.301772+00:00
183771,Tiago Antônio Cardoso,"Praça Kennedy da Montanha, 7167",19,2025-04-04 19:25:01.710786+00:00,2025-04-04 19:25:01.710786+00:00
175405,Larissa Márcia Barbosa,"Estrada Voluntários das Estrelas, 7749",28,2025-03-06 18:05:01.507003+00:00,2025-03-06 18:05:01.507003+00:00
176937,Larissa Eduardo Nascimento,"Avenida Quintino dos Viajantes, 6638",5,2025-03-12 01:45:01.209287+00:00,2025-03-12 01:45:01.209287+00:00
178469,Tiago Gustavo Campos,"Via Voluntários do Campo, 8177",9,2025-03-17 09:25:01.233811+00:00,2025-03-17 09:25:01.233811+00:00
180001,Ana do Gomes,"Largo Nossa Senhora das Acácias, 4426",22,2025-03-22 17:05:01.736779+00:00,2025-03-22 17:05:01.736779+00:00
180284,Aline Antônio Costa,"Praça Paulista da Saúde, 6096",22,2025-03-23 16:50:01.996000+00:00,2025-03-23 16:50:01.996000+00:00
181816,Fernanda Luís Pinto,"Estrada Xavier dos Navegantes, 9004",8,2025-03-29 00:30:01.228555+00:00,2025-03-29 00:30:01.228555+00:00
182240,Cristina Márcia Freitas,"Praça Xavier do Sol, 7735",10,2025-03-30 11:50:01.477546+00:00,2025-03-30 11:50:01.477546+00:00
183772,Carlos Fábio Gomes,"Via Jardim das Américas, 4745",28,2025-04-04 19:30:01.773394+00:00,2025-04-04 19:30:01.773394+00:00
175406,Alexandre Lucas Cardoso,"Vila Industrial da Colina, 7313",19,2025-03-06 18:10:01.686236+00:00,2025-03-06 18:10:01.686236+00:00
176938,Gustavo Ricardo Rodrigues,"Praça Monteiro da Colina, 3053",4,2025-03-12 01:50:01.354639+00:00,2025-03-12 01:50:01.354639+00:00
178470,Cristina Leonardo Silva,"Estrada São João dos Navegantes, 3445",28,2025-03-17 09:30:01.324277+00:00,2025-03-17 09:30:01.324277+00:00
180002,Juliana Ricardo Oliveira,"Vila Flores da Colina, 3417",14,2025-03-22 17:10:01.922475+00:00,2025-03-22 17:10:01.922475+00:00
180285,Marcos Eduardo Rodrigues,"Avenida Amazonas da Montanha, 6365",1,2025-03-23 16:55:01.152403+00:00,2025-03-23 16:55:01.152403+00:00
181817,Leonardo dos Rocha,"Praça Santo da Vida, 5061",5,2025-03-29 00:35:01.991571+00:00,2025-03-29 00:35:01.991571+00:00
182241,Patrícia Ana Ribeiro,"Vila Coronel da Aventura, 6554",29,2025-03-30 11:55:01.655996+00:00,2025-03-30 11:55:01.655996+00:00
183773,Beatriz José Pinto,"Largo Tiradentes do Progresso, 4868",16,2025-04-04 19:35:01.960167+00:00,2025-04-04 19:35:01.960167+00:00
175407,Lucas Clara Oliveira,"Alameda Pinheiros da Fonte, 4829",21,2025-03-06 18:15:01.857217+00:00,2025-03-06 18:15:01.857217+00:00
176939,Sara Ricardo Moura,"Beco Monteiro das Acácias, 1977",18,2025-03-12 01:55:01.519632+00:00,2025-03-12 01:55:01.519632+00:00
178471,Bruno Paula Alves,"Rodovia Barão da Harmonia, 5154",11,2025-03-17 09:35:01.533535+00:00,2025-03-17 09:35:01.533535+00:00
180003,Isabela Ana Nascimento,"Rua Central da Esperança, 9095",23,2025-03-22 17:15:02.124893+00:00,2025-03-22 17:15:02.124893+00:00
180286,Nathalia João Cardoso,"Passagem Padre dos Viajantes, 9005",17,2025-03-23 17:00:01.290797+00:00,2025-03-23 17:00:01.290797+00:00
181818,Lucas Eduardo Silva,"Vila Kennedy da Felicidade, 3135",12,2025-03-29 00:40:01.148568+00:00,2025-03-29 00:40:01.148568+00:00
182242,Lívia Carolina Pereira,"Praça Marechal do Bosque, 7482",13,2025-03-30 12:00:01.893390+00:00,2025-03-30 12:00:01.893390+00:00
183774,Fernando e Cardoso,"Avenida Oliveira do Futuro, 1463",7,2025-04-04 19:40:01.188097+00:00,2025-04-04 19:40:01.188097+00:00
175408,Aline José Castro,"Rodovia Quintino da Lua, 2011",9,2025-03-06 18:20:02.156125+00:00,2025-03-06 18:20:02.156125+00:00
176940,Larissa Lucas Santos,"Travessa Nossa Senhora da Montanha, 3488",25,2025-03-12 02:00:02.017601+00:00,2025-03-12 02:00:02.017601+00:00
178472,Vanessa das Cardoso,"Passagem Jardim da Liberdade, 9369",5,2025-03-17 09:40:01.837999+00:00,2025-03-17 09:40:01.837999+00:00
180004,Mariana do Moura,"Alameda Visconde Vinhedos, 5755",29,2025-03-22 17:20:01.298484+00:00,2025-03-22 17:20:01.298484+00:00
180287,Diego Leonardo Campos,"Via Padre do Vale, 7066",29,2025-03-23 17:05:01.549894+00:00,2025-03-23 17:05:01.549894+00:00
181819,Beatriz José Almeida,"Via Atlântica do Vale, 7499",12,2025-03-29 00:45:01.296937+00:00,2025-03-29 00:45:01.296937+00:00
182243,Rafael Eduardo Almeida,"Rua Santa dos Pinhais, 7742",7,2025-03-30 12:05:01.164246+00:00,2025-03-30 12:05:01.164246+00:00
183775,Leonardo Maria Costa,"Largo Atlântica da Lua, 9174",25,2025-04-04 19:45:01.372966+00:00,2025-04-04 19:45:01.372966+00:00
175409,Tatiana de Mendes,"Rodovia Oliveira dos Santos, 6817",13,2025-03-06 18:25:01.366594+00:00,2025-03-06 18:25:01.366594+00:00
176941,Carlos do Araújo,"Travessa Brasil da Vida, 3637",28,2025-03-12 02:05:01.211955+00:00,2025-03-12 02:05:01.211955+00:00
178473,Juliana e Almeida,"Travessa Visconde das Américas, 4021",19,2025-03-17 09:45:01.160106+00:00,2025-03-17 09:45:01.160106+00:00
180005,Isabela do Cavalcanti,"Vila Industrial da Saúde, 6317",9,2025-03-22 17:25:01.475417+00:00,2025-03-22 17:25:01.475417+00:00
180288,Rafael José Moura,"Vila Palmeiras dos Pinhais, 4702",15,2025-03-23 17:10:01.713743+00:00,2025-03-23 17:10:01.713743+00:00
181820,Rafael Lucas Barbosa,"Rua Independência da Inovação, 3752",25,2025-03-29 00:50:01.486843+00:00,2025-03-29 00:50:01.486843+00:00
182244,André Maria Monteiro,"Praça Barão das Dunas, 2812",12,2025-03-30 12:10:01.349408+00:00,2025-03-30 12:10:01.349408+00:00
183776,Renata Ricardo Almeida,"Vila Pinheiros da Tecnologia, 7333",21,2025-04-04 19:50:01.594040+00:00,2025-04-04 19:50:01.594040+00:00
175410,Fernando Gustavo Pereira,"Estrada Brasil dos Navegantes, 2052",16,2025-03-06 18:30:01.766490+00:00,2025-03-06 18:30:01.766490+00:00
176942,Beatriz José Rocha,"Rodovia Barão da Paz, 5504",5,2025-03-12 02:10:01.385547+00:00,2025-03-12 02:10:01.385547+00:00
178474,Nathalia Maria Gomes,"Rua Paulista do Bosque, 5651",13,2025-03-17 09:50:01.341189+00:00,2025-03-17 09:50:01.341189+00:00
180006,Alexandre Larissa Carvalho,"Largo Vicente da Serra, 6052",11,2025-03-22 17:30:01.563772+00:00,2025-03-22 17:30:01.563772+00:00
180289,Fernanda da Costa,"Beco Savassi das Rosas, 1729",27,2025-03-23 17:15:01.913507+00:00,2025-03-23 17:15:01.913507+00:00
181821,Cristina Carolina Oliveira,"Rua Rei do Campo, 5133",23,2025-03-29 00:55:01.652266+00:00,2025-03-29 00:55:01.652266+00:00
182245,Rafael Leonardo Almeida,"Largo Vicente da Montanha, 7548",19,2025-03-30 12:15:01.519028+00:00,2025-03-30 12:15:01.519028+00:00
183777,Felipe Juliana Fernandes,"Via Duque da Inovação, 8057",28,2025-04-04 19:55:01.785885+00:00,2025-04-04 19:55:01.785885+00:00
175411,Eduardo Paula Cavalcanti,"Estrada Vitória do Bosque, 6501",16,2025-03-06 18:35:01.305388+00:00,2025-03-06 18:35:01.305388+00:00
176943,Alexandre Lucas Araújo,"Vila Padre da Harmonia, 6010",19,2025-03-12 02:15:01.585640+00:00,2025-03-12 02:15:01.585640+00:00
178475,Simone José Ribeiro,"Alameda Libertadores da Colina, 5409",27,2025-03-17 09:55:01.523825+00:00,2025-03-17 09:55:01.523825+00:00
180007,Caio Paula Araújo,"Alameda Nossa Senhora dos Coqueiros, 7583",3,2025-03-22 17:35:01.800755+00:00,2025-03-22 17:35:01.800755+00:00
180290,Aline de Alves,"Passagem Libertadores das Acácias, 9836",19,2025-03-23 17:20:02.104721+00:00,2025-03-23 17:20:02.104721+00:00
181822,César Ricardo Moura,"Beco Independência do Futuro, 5046",18,2025-03-29 01:00:01.936432+00:00,2025-03-29 01:00:01.936432+00:00
182246,Renata Juliana Santos,"Passagem Xavier do Bosque, 6112",13,2025-03-30 12:20:01.720896+00:00,2025-03-30 12:20:01.720896+00:00
183778,Sara Sofia Costa,"Passagem São Pedro Vinhedos, 8428",5,2025-04-04 20:00:02.000840+00:00,2025-04-04 20:00:02.000840+00:00
175412,Simone Clara Costa,"Vila Quintino da Pedra, 3762",19,2025-03-06 18:40:01.467707+00:00,2025-03-06 18:40:01.467707+00:00
176944,Tatiana Carla Rocha,"Estrada Sete de Setembro das Estrelas, 2096",12,2025-03-12 02:20:01.847603+00:00,2025-03-12 02:20:01.847603+00:00
178476,Daniela Clara Carvalho,"Largo Paulista das Rosas, 5264",19,2025-03-17 10:00:01.725560+00:00,2025-03-17 10:00:01.725560+00:00
180008,Patrícia Clara Freitas,"Via Pinheiros dos Viajantes, 5243",28,2025-03-22 17:40:02.104832+00:00,2025-03-22 17:40:02.104832+00:00
180291,Fernanda Maria Rocha,"Largo Santana da Praia, 1239",13,2025-03-23 17:25:01.368242+00:00,2025-03-23 17:25:01.368242+00:00
181823,César Carolina Almeida,"Vila Marquês da Felicidade, 8238",12,2025-03-29 01:05:01.171667+00:00,2025-03-29 01:05:01.171667+00:00
182247,Rodrigo do Mendes,"Rodovia Santana dos Santos, 9504",14,2025-03-30 12:25:01.928289+00:00,2025-03-30 12:25:01.928289+00:00
183779,Nathalia Larissa Araújo,"Rodovia Ipiranga do Pacífico, 8165",15,2025-04-04 20:05:01.157047+00:00,2025-04-04 20:05:01.157047+00:00
175413,André das Campos,"Alameda Xavier do Campo, 8953",24,2025-03-06 18:45:01.645810+00:00,2025-03-06 18:45:01.645810+00:00
176945,Aline Ricardo Rodrigues,"Alameda Oliveira dos Peixes, 6882",11,2025-03-12 02:25:02.058801+00:00,2025-03-12 02:25:02.058801+00:00
178477,Henrique Eduardo Freitas,"Via Santo da Montanha, 4292",20,2025-03-17 10:05:01.971274+00:00,2025-03-17 10:05:01.971274+00:00
180009,Vanessa da Pereira,"Travessa São Pedro da Serra, 913",8,2025-03-22 17:45:01.307827+00:00,2025-03-22 17:45:01.307827+00:00
180292,Clara Carla Dias,"Vila Rei da Prosperidade, 4101",13,2025-03-23 17:30:01.512158+00:00,2025-03-23 17:30:01.512158+00:00
181824,Gabriel Felipe Oliveira,"Rua Vicente dos Viajantes, 5769",9,2025-03-29 01:10:01.324648+00:00,2025-03-29 01:10:01.324648+00:00
182248,Rafael Márcia Silva,"Via Laranjeiras do Campo, 2912",9,2025-03-30 12:30:02.023992+00:00,2025-03-30 12:30:02.023992+00:00
183780,Felipe do Barbosa,"Rua São Pedro do Pacífico, 6075",19,2025-04-04 20:10:01.338847+00:00,2025-04-04 20:10:01.338847+00:00
175414,Rafael Gustavo Carvalho,"Alameda Zumbi da Esperança, 5077",9,2025-03-06 18:50:01.810654+00:00,2025-03-06 18:50:01.810654+00:00
176946,Daniela das Fernandes,"Praça Santo dos Viajantes, 5112",13,2025-03-12 02:30:02.062929+00:00,2025-03-12 02:30:02.062929+00:00
178478,Fernanda Leonardo Silva,"Alameda Santa da Esperança, 3325",28,2025-03-17 10:10:01.136240+00:00,2025-03-17 10:10:01.136240+00:00
180010,Diego do Castro,"Avenida Santana Vinhedos, 4341",28,2025-03-22 17:50:01.473012+00:00,2025-03-22 17:50:01.473012+00:00
180293,Beatriz Leonardo Pereira,"Beco Brasil da Montanha, 9003",16,2025-03-23 17:35:01.732895+00:00,2025-03-23 17:35:01.732895+00:00
181825,Julia Juliana Campos,"Alameda Tiradentes da Aventura, 3168",29,2025-03-29 01:15:01.516897+00:00,2025-03-29 01:15:01.516897+00:00
182249,Leonardo e Barbosa,"Beco Tocantins do Lago, 4866",28,2025-03-30 12:35:01.235897+00:00,2025-03-30 12:35:01.235897+00:00
183781,Clara Gustavo Fernandes,"Avenida Oliveira dos Pássaros, 3612",4,2025-04-04 20:15:01.548869+00:00,2025-04-04 20:15:01.548869+00:00
175415,Bruno das Cavalcanti,"Alameda Atlântica do Vale, 7546",3,2025-03-06 18:55:02.085757+00:00,2025-03-06 18:55:02.085757+00:00
176947,Camila Márcia Lima,"Rua Pinheiros do Sol, 4894",13,2025-03-12 02:35:01.259969+00:00,2025-03-12 02:35:01.259969+00:00
178479,Caio Márcia Martins,"Passagem Amazonas dos Navegantes, 9362",25,2025-03-17 10:15:01.333756+00:00,2025-03-17 10:15:01.333756+00:00
180011,Simone dos Campos,"Largo Tiradentes das Américas, 1816",29,2025-03-22 17:55:01.643779+00:00,2025-03-22 17:55:01.643779+00:00
180294,Ana Clara Barros,"Passagem Central da Montanha, 4931",21,2025-03-23 17:40:01.870069+00:00,2025-03-23 17:40:01.870069+00:00
181826,Ana de Cardoso,"Avenida Vicente do Mar, 5219",13,2025-03-29 01:20:01.688524+00:00,2025-03-29 01:20:01.688524+00:00
182250,Aline Eduardo Moura,"Praça Nossa Senhora das Rosas, 2939",23,2025-03-30 12:40:01.400434+00:00,2025-03-30 12:40:01.400434+00:00
183782,Larissa Lucas Monteiro,"Via Tocantins da Harmonia, 5049",7,2025-04-04 20:20:01.710891+00:00,2025-04-04 20:20:01.710891+00:00
175416,Carlos Rafael Fernandes,"Praça Pinheiros Vinhedos, 1149",22,2025-03-06 19:00:01.244952+00:00,2025-03-06 19:00:01.244952+00:00
176948,Larissa das Barbosa,"Beco Vicente dos Pinhais, 5355",28,2025-03-12 02:40:01.417318+00:00,2025-03-12 02:40:01.417318+00:00
178480,Caio Alice Silva,"Vila Padre das Dunas, 2146",14,2025-03-17 10:20:01.544866+00:00,2025-03-17 10:20:01.544866+00:00
180012,Daniela e Cavalcanti,"Avenida Duque dos Pinhais, 2364",23,2025-03-22 18:00:01.937036+00:00,2025-03-22 18:00:01.937036+00:00
180295,Alexandre Lucas Freitas,"Alameda Bandeirantes da Serra, 8758",25,2025-03-23 17:45:02.059650+00:00,2025-03-23 17:45:02.059650+00:00
181827,Henrique Sofia Lima,"Passagem Coronel das Américas, 1959",6,2025-03-29 01:25:01.932027+00:00,2025-03-29 01:25:01.932027+00:00
182251,Vanessa José Barros,"Rua Padre da Inovação, 4273",24,2025-03-30 12:45:01.590032+00:00,2025-03-30 12:45:01.590032+00:00
183783,Cristina Alice Rodrigues,"Avenida Rainha do Sol, 1119",2,2025-04-04 20:25:01.902951+00:00,2025-04-04 20:25:01.902951+00:00
175417,Ana Fábio Barbosa,"Praça Rainha da Liberdade, 816",15,2025-03-06 19:05:01.417558+00:00,2025-03-06 19:05:01.417558+00:00
176949,Tatiana Márcia Rodrigues,"Via Savassi da Paz, 6013",13,2025-03-12 02:45:01.596466+00:00,2025-03-12 02:45:01.596466+00:00
178481,Renata Paula Martins,"Via Kennedy das Américas, 9480",26,2025-03-17 10:25:01.792621+00:00,2025-03-17 10:25:01.792621+00:00
180013,Beatriz Sofia Barbosa,"Passagem Duque da Paz, 8533",29,2025-03-22 18:05:01.196278+00:00,2025-03-22 18:05:01.196278+00:00
180296,Isabela de Castro,"Travessa São João das Estrelas, 1354",21,2025-03-23 17:50:01.202462+00:00,2025-03-23 17:50:01.202462+00:00
181828,Diego Carla Freitas,"Via Paulista do Futuro, 7576",16,2025-03-29 01:30:02.108725+00:00,2025-03-29 01:30:02.108725+00:00
182252,Rodrigo Paula Alves,"Praça Juscelino da Prosperidade, 2291",13,2025-03-30 12:50:01.799460+00:00,2025-03-30 12:50:01.799460+00:00
183784,Vanessa Felipe Santos,"Via Internacional das Dunas, 1014",5,2025-04-04 20:30:01.944049+00:00,2025-04-04 20:30:01.944049+00:00
175418,Renata Lucas Pereira,"Avenida Sete de Setembro do Progresso, 8710",16,2025-03-06 19:10:01.590673+00:00,2025-03-06 19:10:01.590673+00:00
